series_id,frame_index,label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74,y75,y76,y77,y78,y79
60e90a49-407d-4537-bce9-5df63510425a,1,ONE_HAND_LIFT_HEAVY,0.7863803554748816,0.0850257956188462,0.840559461928903,0.05380062676581295,0.8595834492003394,0.05315131161364607,0.877406290330631,0.05188521616400283,0.7718567955107775,0.04544718437188255,0.7382636145005393,0.03782798731511817,0.6998825541468164,0.028927296030398293,0.8266154916478987,0.0325191202978029,0.5647136837151597,0.0,0.7620241431189259,0.11086845970699402,0.6839243823906598,0.0988972520268099,0.7917099321706907,0.13743506379605275,0.22419201225592805,0.10528403352598324,0.8487268889887127,0.3085018293649925,0.0,0.20127196277902068,0.9241532031752143,0.43124414883440426,0.2392393420180111,0.36999357337909744,1.0,0.4773094757033831,0.27657612233111173,0.43604248712459776,0.9856512336907639,0.4737154008453021,0.36969550660110884,0.4237114613245172,0.9402757787536071,0.45716921612854616,0.37285258966578355,0.40629970733042453,0.5650671417468568,0.49613965460026954,0.20573009455766306,0.4884339479966278,0.957709917910136,0.6466770058275887,0.18987643229445192,0.6920279873190666,0.7642053968050246,0.8574745936445017,0.055470908977935864,0.8874801002871102,0.6476925913363056,0.8786843181151485,0.01819993093817133,0.9121825045832588,0.9422184737335864,0.9745212603726319,0.13860525664414516,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3611111111111111,0.7742616033755274,0.8544444444444445,0.29957805907172996,0,0,0,0,0,0
60e90a49-407d-4537-bce9-5df63510425a,2,ONE_HAND_LIFT_HEAVY,0.7819543087278236,0.08200598922940247,0.8416787194541684,0.05141712461351796,0.8618810756712333,0.05090285219221716,0.8793952538105823,0.049792648589772316,0.7661456501903173,0.043082257735734965,0.7310754569463954,0.035342054985619986,0.6923978968863705,0.026094550291423244,0.8385580900139654,0.03193124158437737,0.5583273622119959,0.0,0.7599256159166591,0.10653179493877947,0.678467003797776,0.09525554851699995,0.7795530710067178,0.13249421235502332,0.21663588758550303,0.10200830056187771,0.8255837328083236,0.29602871967707006,0.0,0.21150414962850086,0.9172832176830362,0.40767220547431776,0.24718013752320675,0.35883845160845723,1.0,0.45438884536045393,0.2775139781382469,0.41816117672882686,0.9862799243995835,0.45403505377195297,0.36820815135103807,0.40493328972904324,0.9384108851212037,0.4385632339773665,0.374702881015875,0.39002177232830476,0.5523885539777464,0.47659669965853285,0.19412433497082535,0.47175784134482107,0.8675188618386265,0.6620245672591604,0.19203024179929154,0.6929772842463705,0.7209529521897365,0.8523179202077423,0.0511045673108811,0.8914814462995599,0.6169085013325584,0.8733018386704683,0.010931080640648428,0.9178832097808056,0.9009623114249813,0.958179670792653,0.1534632945936641,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3611111111111111,0.7721518987341772,0.8555555555555555,0.29957805907172996,0,0,0,0,0,0
60e90a49-407d-4537-bce9-5df63510425a,3,ONE_HAND_LIFT_HEAVY,0.7772609682579962,0.08190455242348553,0.8406765685185993,0.05060299683654028,0.8615872824714937,0.05012049397677966,0.8790635001877104,0.04902376905189695,0.760501798148948,0.042375086255323643,0.7241998549519808,0.03459955883069891,0.6851071403481931,0.02518966314533407,0.8432424561000352,0.03212125127217362,0.551113861056614,0.0,0.7561491286980639,0.10638707545150554,0.6723307488078393,0.09556458653817211,0.7693031939852384,0.13108849233238415,0.20785901381683766,0.10331357677938828,0.8173646360148784,0.294100041087142,0.0,0.2253950078705495,0.9118037587549547,0.4060411594747488,0.2496249376090753,0.36331709030247156,1.0,0.45301110217187135,0.2750828926286236,0.4193122911665829,0.990713403997648,0.45444001576763615,0.3640217830092282,0.40486730612180216,0.9416358885092353,0.4394981409186612,0.372416216950219,0.3911536100312373,0.5411243494907652,0.4776542130697751,0.1851201459246156,0.47294674419466887,0.8406177874094141,0.6636717559677008,0.20086160407707412,0.6940165702722434,0.6878059510650338,0.8500815184364049,0.056083732153942606,0.8896090322260731,0.5881842597297584,0.8704879300928703,0.015147093069338565,0.9151098248917415,0.8600149390038466,0.9573741563165965,0.15825451646802952,1.0,0.0,0.0,0.39433896597247076,0.1652057770068711,0.6398601157288959,0.38723865238200256,0.6989806431639795,0.559544014385137,0.615745163748796,0.7038077612542888,0.8081274457317452,0.5079219187372493,1.0,0.8398699475213499,0.8637705850629075,0.9396595766450304,0.6980223156230065,0.9406765190014746,0.6392310900384218,0.5221528897823909,0.745636011030626,0.8512512677213094,0.6039228329424107,0.9637011724218506,0.45027887134255573,0.9815443282476998,0.3864505105657583,0.5283966116669766,0.42708971109185256,0.8359024205440331,0.32658954693389414,0.9610444018740498,0.2185469900923524,1.0,0.09225480075759145,0.5283077761178243,0.13015113377444007,0.7952924763548804,0.09618769022358019,0.9163390351698902,0.0434303787858621,0.9752497938116534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3611111111111111,0.7721518987341772,0.8555555555555555,0.29957805907172996,0,0,0,0,0,0
60e90a49-407d-4537-bce9-5df63510425a,4,ONE_HAND_LIFT_HEAVY,0.7726914280639381,0.08265347396626664,0.839192616707442,0.050557971529903975,0.8603905905014433,0.05015148397015908,0.877733637941476,0.04911442053201551,0.7553156174589343,0.04194614750529264,0.7175907905422015,0.03395323861160815,0.6780318445600062,0.024375858967908386,0.8448480747313369,0.03271992403137343,0.5443317560994607,0.0,0.7523012002239434,0.10724288466238449,0.6659407942821477,0.09641923405237021,0.7614007056649985,0.1308671017560838,0.204209304285525,0.10423681255678065,0.809260683728102,0.29283633220638816,0.0,0.2297567185101848,0.9080307050612496,0.4047265010740177,0.24482759260178888,0.36593633868267583,1.0,0.4529602684227854,0.2667243078575342,0.4210954849261879,0.9932891147372219,0.4555078749962536,0.35777149485134074,0.4064804527860622,0.9432966461440124,0.44077745480598185,0.36716545666185385,0.3933730104873752,0.5313361127761713,0.47926523801043186,0.17633135387494486,0.4750354352395905,0.849992715862379,0.6623536064129233,0.2185140318041727,0.6950837240715801,0.6819438488806228,0.8513793530575385,0.07445501359877404,0.8905897977490985,0.5770176494551527,0.8726665429585843,0.03568671078635511,0.9156874607962145,0.8571878365822785,0.9576672186912789,0.17041997226052033,1.0,0.0,0.0,0.41186056985729863,0.21004613081269513,0.647445242497511,0.4308611827883648,0.724823796204112,0.6023724514431158,0.6905035635834953,0.7383313895497603,0.8182167464719733,0.49403594975381365,1.0,0.7526413283729148,0.9269070307685014,0.8938228201317001,0.8027258253132951,0.9567048377587895,0.6428722403957079,0.5192829633391388,0.7507852131038734,0.7952564477450873,0.647678337205076,0.9321388800159914,0.5161566238404526,0.9830907712037299,0.39456415240443116,0.537235554829216,0.4628964585407481,0.8005732079317175,0.3881333064681806,0.9397848039119685,0.2963700437743959,1.0,0.1039691287788998,0.5485373000474747,0.14992829374674063,0.7783897638353607,0.13899951010603834,0.9100587592155264,0.10567388075032791,0.9986284338957137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3622222222222222,0.7721518987341772,0.8566666666666667,0.29957805907172996,0,0,0,0,0,0
60e90a49-407d-4537-bce9-5df63510425a,5,ONE_HAND_LIFT_HEAVY,0.7695686257331933,0.08383494373937994,0.8383920948603534,0.05125897645983628,0.859705425113662,0.050883293352378775,0.8769181625310861,0.04986540027705546,0.7520356263538817,0.04240501654307307,0.7130068507132957,0.034247199677256424,0.672990221885752,0.02449178129901826,0.8453225637156008,0.03337627954843626,0.539802776485251,0.0,0.7495146481622749,0.10867853202196419,0.6613215289595329,0.09773265780847067,0.7553909386113606,0.13132099199595307,0.20786654291468964,0.10458570226843202,0.7981781433401628,0.2964732577399847,0.0,0.2291827541678855,0.9054766448447742,0.40805285434439936,0.2386123111177597,0.369778965627778,1.0,0.45644255612545037,0.26054818930085366,0.4245941559566847,0.9961196647456458,0.45929290319957006,0.3528464469931328,0.4101060084496832,0.9464038507471815,0.444998344845476,0.36290949107688186,0.3971866378119858,0.5256792239660084,0.47912056071613585,0.17200092235445025,0.4783308001536082,0.8529989330111154,0.6556412117918476,0.23503488169316508,0.6937792376615508,0.6774292592981346,0.8417127745426913,0.09005125844355166,0.8859744100325316,0.5688955797237399,0.8625356813267607,0.05241097337321387,0.9097303060872871,0.8537384282121449,0.9500606992685126,0.17758959689969891,1.0,0.0,0.0,0.3905498459438781,0.2052767694361245,0.6265524514568126,0.4323679705473803,0.6999875927955499,0.6127052404827017,0.6830052317045431,0.7584368353084169,0.8065675468888935,0.4713704448278856,1.0,0.7213172016755653,0.9517070245455861,0.8805623833398446,0.8397671581298207,0.9596579687025221,0.6323962447527864,0.4974002420019968,0.7531545317314254,0.7806002300646786,0.65366632891499,0.9312654642531579,0.5168748319857731,0.9915760515692147,0.385666577059079,0.5195246369970048,0.4461734113608635,0.79228930633329,0.35532579251018426,0.9354068997699353,0.251748381893753,1.0,0.09587150271924565,0.5339545486608499,0.12744163444239956,0.760262024135087,0.10362186976571063,0.8905408961670357,0.05695733989536591,0.9777409710465772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3622222222222222,0.7721518987341772,0.8577777777777778,0.2974683544303797,0,0,0,0,0,0
60e90a49-407d-4537-bce9-5df63510425a,6,ONE_HAND_LIFT_HEAVY,0.7676254017330458,0.08977492105144935,0.836247177827289,0.05539101971821864,0.8573226360089516,0.055025710802056586,0.8742976963966845,0.053993714133517286,0.7500095509366422,0.04579112800986028,0.7103491058361489,0.037051610784129656,0.6699712563271083,0.02649278826893841,0.8424714974237252,0.036617110556561,0.537765849030771,0.0,0.7473150510164571,0.11565538762642785,0.6588863876333853,0.1041399998193236,0.7487676194130376,0.13790191347521488,0.20951326981323737,0.10998900055954625,0.7913782197756222,0.31221173218317105,0.0,0.24014211932069182,0.9040264064296286,0.42903032098671173,0.23668976306862405,0.3907692591303115,1.0,0.4807012014307531,0.2592950231669584,0.44795978314672175,0.9989573474787695,0.4837060579348455,0.3519907352816969,0.4329373359395598,0.9513046785960102,0.46798778227857774,0.36176552522820543,0.4181289678326473,0.5210499545994937,0.5032062209616475,0.17136858417121723,0.5050638027295962,0.8689446287287631,0.6434427549161976,0.2847517283065188,0.6961621702408476,0.6673397409620777,0.8381278140323528,0.1597046705835488,0.8864275502223798,0.5526169876159974,0.8590717568550839,0.11955335896632639,0.9121407789709965,0.8379430111614827,0.9545475280787131,0.2648607927752379,1.0,0.0,0.0,0.3969138093750442,0.20113525830251294,0.637800392522693,0.4247056625833324,0.7106641862773805,0.600771870676269,0.6899963316653477,0.7378754254456281,0.8174813018342761,0.4590330864364636,1.0,0.708577211756163,0.9703746599715024,0.865628067723244,0.869917805356204,0.9522644566916464,0.6381519866154769,0.48731509926690586,0.758470097629951,0.7633574475299552,0.665489243724372,0.915384272746515,0.5227180944688697,0.983121328443507,0.3785547196880718,0.5132132008738706,0.4458713818736373,0.7894078238833789,0.3583103019246239,0.9332636069225965,0.2495414581684669,1.0,0.06926621333162072,0.534574827154351,0.10110670499731678,0.766090105905187,0.0829119828274043,0.8960843981919014,0.03880270781877774,0.9825232788723796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3622222222222222,0.7721518987341772,0.8577777777777778,0.29957805907172996,0,0,0,0,0,0
60e90a49-407d-4537-bce9-5df63510425a,7,ONE_HAND_LIFT_HEAVY,0.7639456700646614,0.09646471771158759,0.8325029279890155,0.06031953156781993,0.8534061068128741,0.06019770127028853,0.8702501454189822,0.05938169638267476,0.7468991388801851,0.049373653023668786,0.7068770277639824,0.0398640359130644,0.6660874677116192,0.02839626300907691,0.8381797382747302,0.04092350618963848,0.5354686082835771,0.0,0.7434245643932592,0.1236601161571744,0.6551382130535675,0.11139421056873601,0.7398558649157767,0.14646335560678342,0.20713298168567124,0.11621677733117514,0.7809152086581781,0.3327754342923679,0.0,0.25399385178859546,0.9011322245574578,0.4541219677226276,0.23710828213222826,0.41533681424855323,0.9991365683432062,0.5090568257110556,0.25809299466501207,0.4753320651009749,1.0,0.5119889948872485,0.3511330708567149,0.4596543689424835,0.9530140844837843,0.4951351602715846,0.36109071048267544,0.4433517963602998,0.5132278638044413,0.5392156479988034,0.1676549790675103,0.5362255242997328,0.8816047980626766,0.6496068679232908,0.30735462952527565,0.7057322662413429,0.6544380552290767,0.8470539364872219,0.19942608525494868,0.891936764674879,0.5362044758084326,0.8683107531927693,0.15962174138663449,0.9202310650297464,0.8162502667906805,0.9651090347544077,0.3141592883820451,1.0,0.0,0.0,0.3991625904021725,0.20470053794393106,0.6329464432816911,0.438460727829793,0.6959441878433578,0.6231238091466028,0.6715286417943518,0.7650770704051625,0.8195035763184656,0.4620617270503896,1.0,0.7068368246172648,0.9757901135672854,0.866253106650956,0.882685391917918,0.9584886364118588,0.6369585101608349,0.4892853252912861,0.7631585226594856,0.7560502778834742,0.6715968162527909,0.9158824303240253,0.5321834574676597,0.9956920635234974,0.3688170027099347,0.5153451229293119,0.4393537061339969,0.7838075057535813,0.3486930388196729,0.9289837626653049,0.24334077571171295,1.0,0.043698691618518457,0.540748934508898,0.07899942619830813,0.7781345524654467,0.05266022418034417,0.9100305395989255,0.0062902300319851836,0.9958313942550474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3622222222222222,0.7721518987341772,0.8588888888888889,0.29957805907172996,0,0,0,0,0,0
60e90a49-407d-4537-bce9-5df63510425a,8,ONE_HAND_LIFT_HEAVY,0.7592570869262171,0.10035166414004966,0.8278256415158085,0.06395794184122282,0.8487137616056892,0.0640184515739652,0.8656354084492998,0.06339615158989935,0.7427130122542341,0.05179886822987556,0.7025720216331269,0.041567360084317495,0.6613446576020381,0.029388880630031165,0.8328884188373963,0.04384703477829715,0.5327510239446961,0.0,0.7385973721390633,0.12772191427068302,0.6502204504260152,0.11489518619372194,0.7291595160704026,0.15016677452635946,0.20150416477621969,0.11900980351138936,0.7708691380368689,0.34154265769250286,0.0,0.2598887012595104,0.9009734741584433,0.46296523950637947,0.2349475422948071,0.4259529114550554,0.9984336444321139,0.5195633151232939,0.25439344013350124,0.4871203954519113,1.0,0.5225078402276002,0.3475902516451285,0.4712914588475956,0.9533521478063678,0.5049297072299227,0.3580234500248577,0.45422891595222603,0.5042733928718098,0.5548631665528725,0.15904498446574986,0.5493733604065613,0.9105257397673286,0.6487100010415062,0.3005004848440461,0.7114488242106585,0.6527589767525194,0.8480964025305932,0.18714731914448146,0.8912819695684336,0.5349932854220109,0.8690883615682413,0.14493268146790958,0.9185241233321435,0.8166540567905786,0.9697488723691953,0.30006788023534847,1.0,0.034257166109051454,0.0,0.4151901166470748,0.18881023113491846,0.6390496428248486,0.42096512469730635,0.6950221539017994,0.607725419848145,0.6633601591463966,0.7488864082967486,0.8205466136178678,0.4503129469077992,1.0,0.701517837082158,0.968703092503843,0.8587270282704289,0.8598618772040871,0.9361866483118698,0.6389151369924948,0.4810637698422605,0.758141558911294,0.7678244216277519,0.6652556741115834,0.9270739196644782,0.5205884347590198,0.9876590144758005,0.3724059589474636,0.5084836251199184,0.43212767881363595,0.8077596567748102,0.33072610543448777,0.9492095192921516,0.21756940048829007,1.0,0.04876458088434759,0.5331038983733893,0.07782801338276517,0.7898494645130689,0.04685211140247762,0.9162372191056316,0.0,0.9846925274341206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36333333333333334,0.7721518987341772,0.8588888888888889,0.2974683544303797,0,0,0,0,0,0
60e90a49-407d-4537-bce9-5df63510425a,9,ONE_HAND_LIFT_HEAVY,0.755560991736085,0.10429381572841608,0.8245776073919535,0.0676808242708704,0.8454679377662739,0.06784663884885614,0.8623913983697534,0.06738273863364798,0.7400640797259833,0.05471596767560359,0.6999719951546647,0.04391958607435431,0.6586557342820735,0.0310891786888923,0.8298390798502652,0.04717438500434587,0.5307781949965781,0.0,0.7349616880459081,0.1319611886584938,0.6471826545610614,0.11870787614430572,0.7224477477641694,0.1546696235098842,0.19957615743694354,0.12163563149846923,0.7638675768517582,0.3523004697720506,0.0,0.2671445957000602,0.8996568992173557,0.4754564962228691,0.2383852389608711,0.4386790887892814,0.9976978857170318,0.5333319286172827,0.2586160469420863,0.5016308501140537,1.0,0.536178748481915,0.34920260759908994,0.48527720393700485,0.9529263820556882,0.5179930713259707,0.3597816864882421,0.46795549593588054,0.49068362478809946,0.5719916708439391,0.1497909164875627,0.5647382918846947,0.9253670871812377,0.6440065561873543,0.316146740418283,0.7101198915978025,0.6551741851667117,0.8517227898495341,0.19664269131534948,0.8927689596944243,0.5334135917954088,0.8750977846305706,0.1484969352093818,0.9211222437023534,0.8162873860542499,0.9727818305007708,0.3140169636450709,1.0,0.045308411553860256,0.0,0.41693099028716935,0.18701566951057544,0.6430140938600994,0.41562967344279367,0.7043995009298072,0.5989337666545319,0.6727044640944834,0.737903136405346,0.8191119859571349,0.44711495480237706,1.0,0.6919348759434498,0.9775781043718503,0.8543670294444329,0.8773912363546118,0.9405418279164608,0.6410094272591595,0.47922497108768247,0.7651140416186465,0.7530619878657667,0.6797077651650365,0.9189696987468826,0.5401063640515343,0.9918058522678915,0.3771594928159503,0.5061010890485076,0.44423366548018506,0.7893731409040097,0.34294530739165563,0.9376123324891485,0.22913486567373909,1.0,0.05378489893375308,0.5284170354164268,0.08072834331133753,0.7722903776517261,0.04771423811903572,0.901123807657455,0.0,0.9755877765086794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36333333333333334,0.7721518987341772,0.8588888888888889,0.2974683544303797,0,0,0,0,0,0
60e90a49-407d-4537-bce9-5df63510425a,10,ONE_HAND_LIFT_HEAVY,0.7526741121300478,0.11029722249252864,0.8217295921383873,0.07236207957466194,0.8426719027629536,0.07270087438884523,0.8596188893625717,0.07237863685194841,0.7376670120747617,0.05817871402241623,0.6977739329949786,0.04660609704791492,0.6563150038845444,0.032948207190602825,0.8266223548533986,0.05105511491573459,0.5296691031940395,0.0,0.7318228730692673,0.13951190889430792,0.6442414869351721,0.12534309147605222,0.7169533138950519,0.1633375888440745,0.2001176254593772,0.12625120003950507,0.7552023334235751,0.3738467638511065,0.0,0.2805486365178981,0.8980849040066302,0.5018794930374713,0.23908048838422657,0.46308080580685984,0.996302577491217,0.5624708492672921,0.26213009956673583,0.5295240460563422,1.0,0.5652666084741307,0.35100930734785707,0.5123382216031802,0.9529871576647924,0.5461299784997461,0.36130993686188967,0.49443167145714206,0.47639099366544374,0.6031390080254382,0.14206313396129147,0.5927980685113022,0.9462758680063936,0.6500989321524412,0.38027398226490206,0.6984412436935896,0.65705602353339,0.8682459985369564,0.26108599209399247,0.8935406769215277,0.5313276844069509,0.893428552201658,0.20193470023659935,0.9246975997273374,0.8159866898598348,0.9880670443856064,0.40181105866025224,1.0,0.05586988139835686,0.0,0.4186529563211914,0.17783146223007001,0.6427462278104028,0.40372278637135595,0.7075159836647449,0.587806486284037,0.6839465761587109,0.7251655795445495,0.8084251995792096,0.4360584211844238,1.0,0.6792940725715897,0.9872197758094682,0.843841861579734,0.8915145437654485,0.9370148399164551,0.6373745538044979,0.4672137793176781,0.7700331020327398,0.7409317800079068,0.6942114483173413,0.9100112574717971,0.556029187027044,0.9905986836865673,0.38596120544612844,0.49498507972428163,0.44987462367538766,0.7807002879301104,0.3528927107333984,0.9318783045056435,0.23691485924648997,1.0,0.0830848724492933,0.5193744748845015,0.09881197128697707,0.7627478850087642,0.05679888474880577,0.8903210854814488,0.0,0.9657827386867431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36333333333333334,0.7721518987341772,0.86,0.2974683544303797,0,0,0,0,0,0
