series_id,label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74,y75,y76,y77,y78,y79,obj_cls0,obj_cls1,obj_cls2,obj_cls3,obj_cls4,hand_obj_overlap0,hand_obj_overlap1,hand_obj_overlap2,hand_obj_overlap3,hand_obj_overlap4
48b9b7a4-63db-4793-85c3-29e99c157f54,USE_COMPUTER,0.5739899728190271,0.028144086918298873,0.615390250801625,0.0,0.6425610486550947,0.0003353507162253122,0.6733578981856514,0.0007730741767311871,0.5754450061830438,0.0006369504183206264,0.5693119896784207,0.0009774197717599667,0.5625152201916575,0.0010304456541490395,0.771964050840019,0.015262416534221928,0.6209188688319643,0.010176290664373517,0.6444636150083469,0.06067270649862181,0.5848788116617024,0.05699784489377548,1.0,0.16155154851572318,0.567699582076431,0.13440405626406027,0.9147460678486466,0.37152036641764496,0.3441864464150895,0.2903582950075372,0.3513888615669726,0.3426290984288343,0.09005452474675975,0.27360643502273957,0.21208705373041387,0.3349506227462001,0.0,0.28455060124792375,0.19279844972808852,0.30819850522996756,0.0050938038642158795,0.2683662701642315,0.22958535619148918,0.30363392050500476,0.0499909102810826,0.2653928218151199,0.8685697869953256,0.49780618408155014,0.5413417713962826,0.4366477469038643,0.7361929543824994,0.7187214476017905,0.41126416283349604,0.6844698467480018,0.6944806412728862,0.9374926419590048,0.39416378995151924,0.9184526711608302,0.7306731547361844,0.9779944987446543,0.41042794260995674,0.9603140859777493,0.5435892722323332,1.0,0.30788455107302776,0.9876978353283222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6174442407706192,0.8541348095037905,0.2962989556319567,0.6478739241710978,0.1258056613814717,0.47308435468744947,0.18972287219514392,0.3600203962838571,0.33135736872189514,0.5794588863582816,0.0,0.2980253948748273,0.004875500854585336,0.13998653337090747,0.15466445910520552,0.05208646130249791,0.317465077447676,0.5882996821598347,0.1608169103713152,0.2634986787458249,0.2157961722461093,0.09574819482493382,0.4131349906938895,0.0,0.6062248164823747,0.6113081571276119,0.40512413309568257,0.3055235700657393,0.45810842393064205,0.15392466772305405,0.633094978642406,0.06339161557971182,0.7926398661947441,0.6414074013332656,0.7066815339173235,0.4085525221633458,0.7722853892657324,0.27482895302156046,0.8811380204593643,0.17927969703549368,1.0,0.40268456375838924,0.8467261904761905,0.09563758389261745,0.5342261904761905,0.28942953020134227,0.7827380952380952,0.7869127516778524,0.8244047619047619,0.27936241610738255,0.9241071428571429,66,58,58,56,41,1,0,0,0,0
48b9b7a4-63db-4793-85c3-29e99c157f54,USE_COMPUTER,0.5656303764641236,0.027641710448575354,0.6110820950126531,0.0,0.634693161537815,0.000343126162077329,0.6595393196027659,0.0007220190359285809,0.5711027416845407,0.0005381163383490542,0.5648314156904385,0.0008322879496979874,0.5577642778812512,0.0007924013004865263,0.7691813346178752,0.015163672088120615,0.6159967446765762,0.010105540073813526,0.6227444381300049,0.05868032951017276,0.5692002458636898,0.053879834956114085,1.0,0.16085263720931595,0.560871600250902,0.13185203406259255,0.9247790764996631,0.37504127763299094,0.338264719129075,0.26808548021960477,0.3404067107456725,0.34604535990531415,0.08791708722029266,0.2762896085786791,0.19663794437382126,0.34147586458856216,0.0,0.28815640171126855,0.17767019224654668,0.3119344590658466,0.010408532768106927,0.2715733707843725,0.2150945155550245,0.30753355805168564,0.05864559266943431,0.26968866097287275,0.8512753850892086,0.4855115028552277,0.5358609965701718,0.44969947176949193,0.7349542539412934,0.7097957268372421,0.39001925325770703,0.6799076003050774,0.6897147402139769,0.9432662803417489,0.38411618047766377,0.9224661703151843,0.7282415489167539,0.9831106799987034,0.4036297520956101,0.959387353185575,0.5351362112657317,1.0,0.2892324597101681,0.9911528786598651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6412554570254507,0.8416558854237596,0.31240169772593496,0.6301568387126061,0.16255077945690966,0.43883318580053565,0.212281219285924,0.31118100004539473,0.3306237171596312,0.5697381860275091,0.027004952849370246,0.28554887875073764,0.0,0.12896891597439739,0.15864005480804091,0.051418300876117845,0.3360652348020032,0.5785390848427073,0.19527018737567908,0.24412280403104997,0.2223392391662451,0.0812074424622089,0.43389538225713736,0.0,0.6418909325499937,0.6038131553860819,0.4377537249755666,0.29271982386853695,0.4708218862733151,0.1393711130782151,0.6643152234296104,0.05273332879386264,0.8337369958411505,0.6390082391393164,0.7279737428681312,0.4061016160515684,0.7799255900893388,0.27556544781878434,0.8895375364778114,0.18068284987970404,1.0,0.40268456375838924,0.8452380952380952,0.28859060402684567,0.7827380952380952,0.09312080536912752,0.5372023809523809,0.7869127516778524,0.8244047619047619,0.2785234899328859,0.9241071428571429,66,58,58,56,41,1,0,0,0,0
48b9b7a4-63db-4793-85c3-29e99c157f54,USE_COMPUTER,0.5575881203690731,0.0269674697559319,0.605311418852235,0.0,0.6253413836015176,0.0003241466234532716,0.646157021347602,0.000658809798865525,0.5679911539565494,0.0005179602537354984,0.5616178625139604,0.0008122430807861652,0.5540675680549577,0.0007710599421987024,0.7654639383095163,0.014446430881959191,0.6090678680214696,0.010033974684451762,0.6103552870714966,0.05608003513491702,0.5573217394725711,0.05144883867061391,1.0,0.15715495719853667,0.5580196822339981,0.1310485803086355,0.9308710557837575,0.3726535570621386,0.34926177665423996,0.27571860412360827,0.33672734142915034,0.3435184132080507,0.0902412696674129,0.27623909316655526,0.19215207850207802,0.34012907301391154,0.0,0.28889295368339923,0.17251565918239142,0.3100336716311415,0.013783571990589293,0.2712532841897269,0.20975386529226175,0.30575781019056697,0.06372582511394075,0.2704761832510784,0.8486134147682597,0.4821173760793439,0.5317551993235379,0.4586250045834305,0.7491485957889664,0.70675855243034,0.39900233885262854,0.6828530650841905,0.7067187093056878,0.9424783944564766,0.39151974732274347,0.9218274989650529,0.7463977655197667,0.9809039486180539,0.4101428381156503,0.9568771596687744,0.5568004978114851,1.0,0.2943729561181338,0.9885705149961516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6589349032923092,0.8381407991996178,0.3184282402272363,0.6379344853632937,0.1542046624310618,0.4578412721502138,0.19423413765039393,0.33843575136739823,0.3311672452776318,0.5638660969902665,0.0102267534501472,0.28591316774741765,0.0,0.1347882826399621,0.16875682734113506,0.061644864265094405,0.3531351010533962,0.5747333840604795,0.17944614299400208,0.2449838005329404,0.21642242775877066,0.08281479585562362,0.4347063009929342,0.0,0.6510860414682466,0.6017013118639617,0.42634239260124407,0.2958627024725181,0.46675185462250796,0.14356300553066545,0.6660524829653246,0.05675046269320061,0.8432061089001587,0.6383200745972203,0.7250176172518207,0.405075509142962,0.7807609113245164,0.27614074312400566,0.8895498031136524,0.18017566101903823,1.0,0.40268456375838924,0.8452380952380952,0.28859060402684567,0.7827380952380952,0.2785234899328859,0.9241071428571429,0.09815436241610738,0.5386904761904762,0.7869127516778524,0.8258928571428571,66,58,41,58,56,1,0,0,0,0
48b9b7a4-63db-4793-85c3-29e99c157f54,USE_COMPUTER,0.5576761427653391,0.026619415808765198,0.6057062862971561,0.0,0.624013230377282,0.00029995508588886955,0.6437121934364588,0.0004758523231079555,0.5698718012844217,0.000531979933207142,0.5634834221463987,0.0008375457762640846,0.5557251561041635,0.0008048030005046876,0.7662215493284553,0.01380302370917618,0.6076425772606387,0.01002319687397466,0.6099618416471292,0.05475063009804918,0.5571401924410466,0.05042698062433219,1.0,0.15543356344517964,0.5589371398613452,0.1308347215615667,0.9359336632665013,0.37190254643813303,0.3530004852236088,0.2755839605926066,0.34126127861599814,0.34298951321431503,0.09136996923553069,0.2755551854237017,0.19716288047360517,0.341409844610481,0.0,0.2881565853316613,0.1772861525893244,0.31090548042328675,0.01589764641319185,0.2705953161639622,0.21456019627786307,0.30680594062159733,0.06092305093661613,0.2699950052238153,0.8464699739009721,0.479609807106577,0.5307677891199252,0.459053355455213,0.7518658003051216,0.7061762693907266,0.4041737374957097,0.6818129190008252,0.7105395507702272,0.941905258437687,0.39355884028990185,0.9208609113737222,0.7505623096254253,0.9804336866814531,0.41220998239791823,0.9556668426974934,0.5602933934074569,1.0,0.2967241076635142,0.9872933182414653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6642687456791968,0.8334227062937408,0.32190750292281856,0.6387909018509259,0.15873212746660165,0.46981398532234364,0.20660715556723822,0.3580619258564848,0.3592230341358429,0.5600366749306925,0.025767314748975867,0.279841466821592,0.0,0.12890864912541652,0.17528313813814872,0.05703220664857985,0.3680101648547188,0.5714422929680404,0.19097862096522428,0.242240057784147,0.2144612394442029,0.08011842237423249,0.44164898411353853,0.0,0.6660728241650675,0.5987171458319727,0.4361669815582305,0.29205006934866046,0.465242948061567,0.1401688188443939,0.6718085252574512,0.054611452655474645,0.8552635751620675,0.6357496598430366,0.7338533213719172,0.4023649347705457,0.7829771100494923,0.2721554837034764,0.8905692501869265,0.175378014690829,1.0,0.40268456375838924,0.8452380952380952,0.28859060402684567,0.7842261904761905,0.2785234899328859,0.9241071428571429,0.22651006711409397,0.5148809523809523,0.0964765100671141,0.5386904761904762,66,58,41,63,58,1,0,0,0,0
12d22e7b-22ac-4d71-b9ff-dd37b9673f92,UNKNOWN,0.5183461106982161,0.027195376281874312,0.523005884916087,0.00504715108953174,0.5303815270481816,0.005466091305652477,0.5369963405278066,0.005851676273531245,0.47940566301442517,0.0026362984149407346,0.45591225209011244,0.0014355520231893854,0.43010008701497104,0.0,0.46444480368319574,0.011909185061086265,0.30926984609029734,0.00533756298302622,0.5095852760775628,0.05294528756499753,0.465834013218494,0.0478665681155225,0.3872466914885723,0.1688437135163677,0.048953740091452085,0.17273842801565162,0.5330126926625829,0.35514736786886386,0.0,0.401879559729443,0.8844536675837584,0.35912523649147543,0.5587414179383059,0.32341210404948456,0.975398917130449,0.3615250274765985,0.7146658416800391,0.3126390395866808,1.0,0.3401615440620915,0.7274863037356756,0.27886829727031115,0.9391549407637679,0.34321627215363903,0.679584742958074,0.27984917131140624,0.34706486158949834,0.49141534189108177,0.10471516929240927,0.505896284663559,0.5155681507186755,0.6904122423631479,0.3192884754314839,0.7173289066153881,0.47004537024746784,0.8791830363716433,0.17986194787629356,0.9267751894984404,0.42481227623256335,0.9199079224968684,0.049330653848385295,0.966878238495726,0.6451297296636579,0.9447163989163458,0.46718488865062063,1.0,0.0,1.0,0.226878936373592,0.866555015678322,0.4381010047528469,0.7048475094700758,0.6010013177161602,0.6176674226315579,0.7378935686565845,0.5276493902532842,0.41739128841678486,0.42103526160795884,0.6600388490388275,0.2370096100882848,0.8412612334501125,0.1137663053010884,0.9861793239021437,0.008869252948724655,0.3968959242402521,0.4350257407584061,0.6463138985848635,0.22696332903551394,0.8457640028525326,0.09522618941382462,1.0,0.0,0.36901319685635153,0.5207949324708974,0.6039582782758208,0.3253413381501734,0.7983839312827282,0.20781008151496594,0.9551541388974513,0.11401940480842906,0.3316101190707926,0.6770696462145853,0.497393193769314,0.5928552086186152,0.6336350599521922,0.52708164728545,0.751028592654408,0.4739922946970653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12d22e7b-22ac-4d71-b9ff-dd37b9673f92,UNKNOWN,0.4978406778498565,0.02584652917792029,0.5012468993085802,0.004489679758507625,0.5067194158608017,0.0044655758267069185,0.5104589071007398,0.004367608257741005,0.46010789342573444,0.0025312352997002466,0.43740042386662875,0.0013814817835643874,0.4125504415712351,0.0,0.4238896961211562,0.00975681208653368,0.2995270858027129,0.005006684911085815,0.4873065914173659,0.05030210429138461,0.44639062597078577,0.04656653901458169,0.3681939062142467,0.16026188317287793,0.03327298594738614,0.1638257381662845,0.49612415326436293,0.3377263756729577,0.0,0.3857503157947603,0.8554207441187958,0.28505460900933627,0.5420205319553693,0.3044345329453084,0.9665537002964013,0.2612416173085256,0.6947088286801939,0.29325953902520274,1.0,0.23410337132383047,0.7047447503134155,0.2611148499748914,0.9425385200767542,0.23965380546567133,0.656017767354008,0.26391957219309964,0.4015782440050025,0.47762567645941295,0.1817347954922933,0.49063704333755936,0.5170439318380794,0.7164242558833093,0.308599567041134,0.7410427542281087,0.5296352211268571,0.9168191048892065,0.2562361381968421,0.9413174866507851,0.5057291477537376,0.9590628979806528,0.17516582248237494,0.9780825124745405,0.709155495609151,0.95871576911666,0.5227096303685662,1.0,0.0,1.0,0.18707148340831792,0.8845051049710821,0.40574243327514703,0.6918514345499175,0.5833212528789367,0.5899846722831713,0.7260680479844226,0.4859237418651527,0.38439048031600753,0.45249761304648434,0.6400366273658747,0.27588353861743264,0.8306198774227029,0.14686513438273932,0.9822151407408678,0.047684929452262756,0.3490819569478339,0.45610090685942767,0.6276377922361993,0.24742593127768775,0.8345909872662003,0.11067123693577358,1.0,0.0,0.30678721387550983,0.5266435226678275,0.5543985005940153,0.3136687384081855,0.7353213901243357,0.18777587146666863,0.8799861896817194,0.07604083976865757,0.26565519666836795,0.6602660950172117,0.4384252806025073,0.5562578421940219,0.5734065594722915,0.4755711312147673,0.6908688920436269,0.40112013052337386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12d22e7b-22ac-4d71-b9ff-dd37b9673f92,UNKNOWN,0.4888928730057796,0.026344717384637863,0.4917084846777864,0.004693247267500839,0.4965354920906784,0.004530258297684846,0.49965181455855656,0.004308046564862892,0.45150898617437896,0.0027995038834937617,0.4283365660219397,0.0015313299991935472,0.4029141215615689,0.0,0.40984747400649035,0.009206369583059516,0.2891703486145392,0.003577275277542505,0.4761694397489687,0.05096743537604114,0.4356044092990049,0.048014991588355815,0.3582897806717023,0.1590701274044601,0.0,0.164451917642266,0.48482603053076195,0.33891119829759525,0.005801435925433765,0.3871288797417904,0.8764551092989592,0.2716601821717667,0.5745963628030674,0.30323361846360725,0.9753249388421573,0.24788255622631664,0.7257203706856845,0.2919479314033796,1.0,0.22183824928939508,0.7185487320389493,0.26087258099200633,0.9400693084176655,0.22883438046989774,0.6680580770120919,0.26481925547362445,0.3996753464622031,0.4826120683879557,0.1732874776949051,0.4956928784748802,0.5157996989924876,0.7216298019457559,0.29269979179628997,0.741389702269539,0.5338551283801148,0.9250742475820245,0.24855042560563267,0.9458891986991332,0.5116589056272519,0.9671878798886745,0.17044185200418324,0.9855562778054688,0.7098520845249545,0.9679606671888069,0.5165487941211782,1.0,0.0,1.0,0.17885161447951398,0.8336420731119992,0.4030182183624033,0.6311197133256928,0.5875093058327618,0.5330989051487186,0.7320192582320173,0.43688028109046795,0.36924863354833054,0.4233464507023772,0.6245023587545911,0.25954522421208537,0.8154863529350671,0.13327647123694603,0.9682437525885007,0.03818857462731363,0.34902204157520456,0.4417137919433575,0.6271916326889376,0.2408030677612853,0.8315538921046952,0.10921849981782725,1.0,0.0,0.32842513172887794,0.5313002109295277,0.5795112910770844,0.3145865236831562,0.7560409699263578,0.18559285715282828,0.8961271135254134,0.07273927798166546,0.3136737107936593,0.6855935551327348,0.485028729430864,0.5586526475075836,0.6102259662636161,0.45820286925579984,0.7191424119101039,0.373710307627664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12d22e7b-22ac-4d71-b9ff-dd37b9673f92,UNKNOWN,0.495660276292263,0.026376029218086593,0.4973299774847782,0.004425097541024167,0.5019085007141353,0.004086842988700955,0.5044450206890745,0.003728968383140319,0.46025412388187026,0.0027949914032843223,0.43875486800505675,0.0015267987013659998,0.4140326531540633,0.0,0.4113378199315247,0.008677049119417666,0.30097639893489925,0.0034147856620478263,0.481854320013765,0.050990070893355915,0.44330181911427075,0.04881029103619494,0.36812871421522264,0.15862107002553114,0.0,0.16396759496410443,0.46963228834330734,0.33819771661457837,0.01956130482480274,0.38677241593348555,0.8625825168196509,0.2736120466643427,0.5834528368257209,0.3013664853413174,0.9751163033732207,0.25057786243810604,0.7347004928928498,0.2896410661331463,1.0,0.22478119888859047,0.733801423019957,0.25925641227001467,0.9413489590055257,0.23325355686737972,0.6803392995776069,0.26349748620082275,0.41653386667206826,0.48552779851832945,0.19000809162885604,0.49798387334357225,0.5286809796251756,0.7227168379226381,0.2978092286891442,0.743781120458737,0.555136718879296,0.9320129299373842,0.2712331985256612,0.9565477460794063,0.5315044777244264,0.9740900074776777,0.20131170277213964,0.999629515380757,0.7332371986793348,0.9717138457940161,0.5380490726934487,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12d22e7b-22ac-4d71-b9ff-dd37b9673f92,UNKNOWN,0.4997881006850041,0.026400237061679415,0.4989239479111728,0.003933828009319116,0.5030747643626685,0.003468228292909761,0.5054844362965788,0.003012780532680842,0.4647296039729629,0.0026308569398237345,0.4444536044112899,0.001417063053879852,0.420965159427909,0.0,0.40987161367944946,0.008407370016128408,0.3067223157177035,0.0036647861676466437,0.4839178950125895,0.05091566093870628,0.44927339876928335,0.049073425958447936,0.3849167105613029,0.1563687606964986,0.0,0.16331365890893515,0.47307088001115416,0.3362418204363799,0.022039387031536677,0.38580437064417944,0.8585268273092098,0.2685268924469056,0.5810105778471232,0.2970975177206896,0.9769610315864563,0.2428293807933851,0.7316610237141405,0.28577369573343087,1.0,0.2168245699263791,0.7325827266075375,0.25521764788857165,0.9403349416958725,0.22381867762099078,0.679777845276222,0.2592366223047519,0.4343565429248998,0.48648249031105806,0.19803108765108454,0.49861114738198903,0.5280382267940968,0.7245503636095639,0.2596161350713695,0.7432766119703605,0.5435195468249059,0.9355431798153186,0.258943665866033,0.9560963402037939,0.5177668256108618,0.9755007992490073,0.18747204849256416,0.9965654982058493,0.7175209255500795,0.9770069294652387,0.5243746154644041,1.0,0.0,1.0,0.10911522006694968,0.7549914652276857,0.286645263558255,0.5233789832215029,0.4213794846717363,0.36813580120666733,0.5088959917600395,0.18861768153106737,0.37695882145886045,0.424844446891691,0.6193946180395603,0.24890306543849852,0.7989714223617598,0.11674860572498368,0.9428442510447599,0.0028585587640705752,0.3881758456708315,0.4911222635632084,0.6431265547373867,0.29965782249246814,0.8423498061672136,0.13679312813171082,1.0,0.0,0.38522146075033725,0.5926097524522721,0.6290586175859845,0.3850189180897842,0.8149457953286416,0.2290528369268527,0.966389560196833,0.09700928992267575,0.36904723094331954,0.7355022929826079,0.5569783346680747,0.5646078331117701,0.7027509845193632,0.4405893319279146,0.8270548519618335,0.3346063385433464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12d22e7b-22ac-4d71-b9ff-dd37b9673f92,UNKNOWN,0.5067029506106073,0.026507917850301804,0.5054932724853904,0.003782819335859615,0.5093547331127166,0.0032918332606395894,0.5113050581565379,0.0028235503067556653,0.4724462800872988,0.0026316229121929186,0.45269354977058635,0.0014110541825951488,0.42967725220670827,0.0,0.4147112829449106,0.008187821540538546,0.31472914407790503,0.003519679916816877,0.49049534179053933,0.05052099834862885,0.45654021552960855,0.04931032432149688,0.402313183306216,0.15398139955047224,0.0,0.1623746927918634,0.48711273796938626,0.3342007258236619,0.026960824035765635,0.384416728670154,0.8617800157808164,0.267681395751702,0.585541754478257,0.2887101544309472,0.984300273033083,0.24181300384670232,0.7374789533116308,0.2744395471468153,1.0,0.21872292506100408,0.7389840770512224,0.24943130819104353,0.9450847240556597,0.22481814133533334,0.6860282741227081,0.253949100059408,0.46797077595639647,0.48549623573696044,0.20257308735528345,0.4963047910447672,0.5464523571641581,0.7232437201455943,0.24465149981848053,0.7383002154161254,0.5652297555520708,0.9330806256156842,0.2613090533356696,0.951042086197079,0.5464007445319833,0.9716203624424541,0.1993746852914106,0.989996227085311,0.7180698931036884,0.9796631743836396,0.5239190951097144,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
